order_item_id,order_id,product_id,quantity,unit_price,discount_pct
151,72,48,1,1789.61,0
152,72,81,1,180.71,15
153,72,116,1,1388.9,0
154,73,14,2,1729.61,0
155,73,92,1,1554.23,5
156,73,3,1,1666.99,0
157,74,35,1,2586.26,0
158,75,99,1,227.72,5
159,75,130,1,341.79,15
160,76,127,2,764.69,5
161,77,126,2,739.51,20
162,77,107,2,2579.68,0
163,77,114,1,3416.83,0
164,78,43,1,340.4,5
165,78,22,1,3278.57,15
166,78,8,1,863.12,5
167,78,57,1,1226.9,5
168,79,9,1,3148.81,0
169,79,71,2,2754.81,0
170,79,58,1,2420.79,0
171,80,74,1,283.28,10
172,81,118,1,2774.38,10
173,82,127,1,764.69,10
174,82,131,1,267.65,0
175,82,29,1,1110.99,0
176,82,30,1,2474.6,10
177,82,69,1,469.25,5
178,83,94,3,252.81,5
179,84,11,1,2249.42,0
180,84,113,3,2616.32,0
181,84,140,1,441.66,0
182,85,109,1,1068.51,0
183,86,64,2,2655.35,15
184,86,77,2,2061.02,0
185,86,9,2,3148.81,5
186,87,68,1,2282.01,5
187,87,90,3,1414.48,20
188,87,23,1,2678.86,0
189,88,31,1,1817.44,15
190,89,54,1,2767.69,5
191,89,90,1,1414.48,15
192,90,110,1,1544.3,0
193,90,43,2,340.4,20
194,91,36,1,2255.38,10
195,92,53,1,1566.62,0
196,92,16,2,3149.42,0
197,92,90,2,1414.48,0
198,93,72,1,1795.47,15
199,94,138,2,913.69,5
200,94,44,1,2896.61,0
201,94,83,1,1832.08,0
202,95,75,1,1648.5,5
203,96,69,1,469.25,5
204,96,132,1,598.27,15
205,97,25,1,4013.7,0
206,98,106,1,2177.52,0
207,98,16,1,3149.42,0
208,99,33,3,954.72,20
209,99,34,1,2045.11,0
210,99,64,1,2655.35,10
211,100,83,1,1832.08,5
212,100,64,1,2655.35,0
213,101,101,1,1820.6,5
214,101,126,1,739.51,20
215,101,37,1,1023.85,0
216,101,69,2,469.25,15
217,102,107,1,2579.68,0
218,102,97,2,1195.83,5
219,103,20,1,679.41,0
220,104,24,1,4730.3,0
221,105,132,1,598.27,10
222,106,72,1,1795.47,0
223,106,95,2,466.06,0
224,107,125,1,172.83,10
225,107,84,3,327.18,5
226,107,1,3,2845.89,0
227,107,24,1,4730.3,0
228,108,118,1,2774.38,5
229,108,92,1,1554.23,20
230,108,17,1,1874.06,0
231,109,102,2,536.91,5
232,110,110,1,1544.3,10
233,110,55,1,1416.61,0
234,110,127,1,764.69,5
235,111,83,1,1832.08,0
236,111,73,1,1116.88,5
237,111,87,1,883.26,5
238,112,34,1,2045.11,0
239,112,125,1,172.83,0
240,112,88,2,900.15,5
241,113,13,1,658.64,5
242,113,12,3,1398.44,10
243,113,26,1,2314.09,0
244,113,118,1,2774.38,15
245,114,32,2,1803.67,0
246,114,41,2,1593.36,20
247,114,113,1,2616.32,5
248,115,1,2,2845.89,0
249,115,110,2,1544.3,5
250,116,34,2,2045.11,15
251,117,78,1,273.8,15
252,118,71,1,2754.81,15
253,118,24,2,4730.3,5
254,119,93,1,850.64,0
255,119,65,2,879.88,0
256,119,22,1,3278.57,0
257,120,43,1,340.4,10
258,120,14,1,1729.61,15
259,120,102,2,536.91,5
260,120,79,2,293.44,0
261,121,60,1,1673.4,15
262,121,110,1,1544.3,0
263,122,24,1,4730.3,0
264,123,25,1,4013.7,15
265,123,1,1,2845.89,20
266,124,123,1,176.12,0
267,125,34,1,2045.11,5
268,125,58,1,2420.79,5
269,125,133,1,122.64,0
270,125,114,1,3416.83,0
271,126,3,2,1666.99,10
272,126,88,1,900.15,15
273,126,31,1,1817.44,5
274,127,34,1,2045.11,0
275,127,123,3,176.12,0
276,127,19,1,1415.8,0
277,127,59,2,820.54,15
278,128,23,2,2678.86,15
279,128,27,1,2130.72,20
280,128,81,2,180.71,0
281,128,95,2,466.06,0
282,129,36,1,2255.38,0
283,129,98,1,325.42,5
284,130,37,2,1023.85,0
285,131,136,2,361.66,0
286,131,3,1,1666.99,0
287,132,43,2,340.4,5
288,132,113,1,2616.32,15
289,132,90,1,1414.48,0
290,132,55,1,1416.61,15
291,132,39,1,807.04,15
292,133,114,1,3416.83,0
293,133,56,2,896.44,5
294,134,26,1,2314.09,10
295,134,36,1,2255.38,5
296,135,99,3,227.72,5
297,135,90,2,1414.48,5
298,135,110,1,1544.3,0
299,136,36,1,2255.38,0
300,137,71,1,2754.81,0
301,138,22,1,3278.57,0
302,139,73,1,1116.88,0
303,139,7,3,470.97,0
304,140,78,1,273.8,15
305,141,133,1,122.64,0
306,142,131,1,267.65,0
307,142,49,2,1326.79,20
308,142,101,2,1820.6,0
309,143,14,1,1729.61,10
310,144,127,1,764.69,0
311,144,99,2,227.72,0
312,145,62,1,2817.17,0
313,145,128,1,194.9,0
314,145,19,1,1415.8,15
315,146,4,2,3734.11,0
316,147,82,1,1395.96,5
317,147,34,1,2045.11,0
318,148,108,1,545.2,15
319,148,94,1,252.81,0
320,148,140,1,441.66,0
321,149,45,2,2997.84,15
322,149,121,2,946.03,0
323,149,19,1,1415.8,5
324,150,18,1,1058.0,0
325,150,4,1,3734.11,0
326,150,68,2,2282.01,0
327,151,11,1,2249.42,0
328,151,16,1,3149.42,0
329,152,130,3,341.79,5
330,153,129,1,376.44,20
331,154,109,1,1068.51,0
332,154,103,2,3176.8,5
333,155,138,1,913.69,15
334,155,40,1,2254.62,15
335,155,72,3,1795.47,0
336,155,22,3,3278.57,0
337,155,80,1,1279.28,0
338,156,131,2,267.65,15
339,156,53,1,1566.62,0
340,157,138,1,913.69,20
341,158,101,1,1820.6,5
342,159,17,1,1874.06,5
343,159,80,1,1279.28,0
344,159,112,1,746.84,0
345,159,62,1,2817.17,5
346,160,63,1,3329.97,15
347,160,23,1,2678.86,10
348,160,112,1,746.84,10
349,161,117,1,3354.55,20
350,162,15,1,3763.98,0
351,162,80,2,1279.28,0
352,163,45,3,2997.84,0
353,163,31,2,1817.44,10
354,163,4,1,3734.11,20
355,163,36,1,2255.38,0
356,164,3,1,1666.99,15
357,164,42,1,1198.0,5
358,164,128,1,194.9,20
359,164,89,1,1980.93,5
360,165,133,1,122.64,0
361,166,67,1,2080.19,20
362,166,43,1,340.4,15
363,166,96,1,951.73,0
364,166,33,2,954.72,15
365,166,69,2,469.25,0
366,167,31,2,1817.44,5
367,167,8,1,863.12,5
368,167,86,1,1657.15,0
369,168,70,2,3424.12,20
370,169,17,1,1874.06,5
371,170,20,1,679.41,0
372,171,117,1,3354.55,15
373,171,131,1,267.65,5
374,171,93,1,850.64,5
375,171,15,3,3763.98,5
376,172,43,1,340.4,0
377,172,95,1,466.06,5
378,172,41,1,1593.36,10
379,172,66,1,883.75,10
380,173,30,1,2474.6,10
381,173,59,1,820.54,5
382,174,131,2,267.65,0
383,175,12,2,1398.44,0
384,176,63,1,3329.97,0
385,176,12,1,1398.44,0
386,176,121,2,946.03,0
387,177,99,1,227.72,20
388,177,39,1,807.04,10
389,177,46,1,954.0,0
390,177,10,1,622.91,10
391,178,108,3,545.2,10
392,178,58,3,2420.79,10
393,178,83,1,1832.08,0
394,179,107,3,2579.68,5
395,179,82,1,1395.96,5
396,180,20,2,679.41,0
397,181,96,1,951.73,15
398,181,31,1,1817.44,10
399,181,129,1,376.44,0
400,182,14,1,1729.61,0
401,183,58,1,2420.79,0
402,184,12,1,1398.44,0
403,184,103,1,3176.8,0
404,184,18,1,1058.0,0
405,184,120,1,1868.93,0
406,185,80,3,1279.28,5
407,185,84,1,327.18,0
408,186,117,1,3354.55,0
409,186,3,2,1666.99,15
410,186,95,1,466.06,0
411,186,52,1,565.24,0
412,186,75,2,1648.5,5
413,187,78,1,273.8,20
414,188,63,2,3329.97,5
415,188,119,1,1173.65,0
416,188,95,1,466.06,0
417,189,127,1,764.69,20
418,189,51,3,1683.6,10
419,190,140,1,441.66,0
420,191,39,1,807.04,0
421,191,2,2,1537.56,5
422,191,105,1,1305.35,10
423,192,60,1,1673.4,15
424,193,89,1,1980.93,0
425,194,3,1,1666.99,10
426,195,1,1,2845.89,0
427,195,97,1,1195.83,0
428,196,79,3,293.44,10
429,196,27,2,2130.72,0
430,196,53,3,1566.62,0
431,196,136,3,361.66,20
432,197,108,1,545.2,5
433,198,16,2,3149.42,15
434,199,72,2,1795.47,0
435,199,24,1,4730.3,10
436,199,12,1,1398.44,5
437,199,60,1,1673.4,0
438,199,134,1,182.76,10
439,200,96,3,951.73,0
440,200,118,1,2774.38,0
441,201,22,1,3278.57,0
442,202,25,1,4013.7,15
443,203,35,1,2586.26,10
444,203,101,2,1820.6,20
445,204,16,1,3149.42,0
446,205,34,1,2045.11,5
447,205,61,1,2121.38,0
448,205,75,1,1648.5,0
449,205,67,2,2080.19,0
450,206,101,1,1820.6,10
451,206,84,1,327.18,0
452,207,116,2,1388.9,5
453,207,70,1,3424.12,0
454,208,20,1,679.41,0
455,208,52,1,565.24,20
456,208,35,1,2586.26,0
457,208,28,2,2577.19,15
458,209,28,1,2577.19,15
459,209,43,1,340.4,0
460,209,116,1,1388.9,0
461,210,81,1,180.71,0
462,210,105,3,1305.35,0
463,211,138,2,913.69,20
464,212,54,1,2767.69,0
465,212,116,1,1388.9,10
466,212,79,2,293.44,0
467,212,119,1,1173.65,15
468,213,31,1,1817.44,10
469,213,24,1,4730.3,5
470,214,78,3,273.8,0
471,214,11,1,2249.42,5
472,215,84,1,327.18,5
473,216,24,2,4730.3,5
474,216,64,3,2655.35,10
475,216,92,2,1554.23,15
476,217,132,1,598.27,20
477,218,77,3,2061.02,5
478,218,67,1,2080.19,0
479,219,8,2,863.12,0
480,220,116,2,1388.9,15
481,221,64,2,2655.35,15
482,221,25,1,4013.7,15
483,222,27,1,2130.72,0
484,222,36,1,2255.38,15
485,222,32,1,1803.67,10
486,222,4,1,3734.11,5
487,223,57,1,1226.9,0
488,224,51,1,1683.6,0
489,224,103,2,3176.8,0
490,225,22,1,3278.57,0
491,225,67,1,2080.19,0
492,226,6,1,3922.85,0
493,226,17,2,1874.06,0
494,227,114,1,3416.83,5
495,227,33,1,954.72,20
496,227,24,1,4730.3,0
497,227,85,2,504.07,10
498,227,32,1,1803.67,0
499,228,119,1,1173.65,0
500,228,13,1,658.64,20
501,229,111,1,1360.54,0
502,229,102,1,536.91,5
503,229,128,1,194.9,0
504,229,8,1,863.12,20
505,229,98,1,325.42,10
506,230,110,1,1544.3,15
507,231,91,2,1358.41,15
508,231,55,1,1416.61,5
509,231,48,2,1789.61,10
510,231,71,1,2754.81,0
511,231,72,1,1795.47,0
512,232,39,1,807.04,10
513,232,9,3,3148.81,0
514,232,63,1,3329.97,0
515,232,76,1,2749.33,10
516,233,106,2,2177.52,0
517,233,123,1,176.12,5
518,234,23,1,2678.86,15
519,235,99,1,227.72,0
520,236,108,1,545.2,0
521,236,52,3,565.24,15
522,237,135,1,390.99,5
523,237,64,2,2655.35,10
524,238,140,1,441.66,5
525,238,5,1,4122.6,0
526,238,98,2,325.42,10
527,238,92,2,1554.23,5
528,239,140,1,441.66,5
529,239,125,3,172.83,0
530,240,129,1,376.44,5
531,241,100,2,1755.02,0
532,242,47,1,851.19,0
533,243,82,1,1395.96,0
534,243,57,1,1226.9,0
535,243,8,1,863.12,5
536,244,15,1,3763.98,15
537,244,121,3,946.03,0
538,244,136,1,361.66,5
539,245,60,1,1673.4,5
540,245,41,1,1593.36,15
541,246,64,1,2655.35,5
542,246,62,1,2817.17,10
543,246,69,1,469.25,10
544,247,15,2,3763.98,10
545,248,100,1,1755.02,15
546,249,45,1,2997.84,5
547,250,61,1,2121.38,20
548,251,82,1,1395.96,10
549,251,92,2,1554.23,0
550,252,8,1,863.12,0
551,252,91,1,1358.41,0
552,253,37,1,1023.85,15
553,254,49,2,1326.79,0
554,255,139,1,613.76,0
555,255,80,2,1279.28,5
556,255,45,2,2997.84,15
557,256,10,1,622.91,0
558,256,24,2,4730.3,15
559,256,15,1,3763.98,0
560,257,57,1,1226.9,15
561,258,135,1,390.99,0
562,259,1,1,2845.89,0
563,259,85,1,504.07,0
564,259,52,1,565.24,0
565,259,34,1,2045.11,5
566,259,88,2,900.15,10
567,260,46,1,954.0,0
568,260,83,2,1832.08,10
569,260,16,1,3149.42,0
570,261,38,2,1926.89,5
571,261,37,1,1023.85,10
572,261,29,1,1110.99,10
573,262,94,2,252.81,10
574,262,19,1,1415.8,10
575,262,96,2,951.73,5
576,263,102,1,536.91,0
577,263,26,1,2314.09,0
578,263,87,1,883.26,0
579,264,83,1,1832.08,0
580,265,41,1,1593.36,0
581,266,112,1,746.84,10
582,267,125,2,172.83,10
583,267,82,2,1395.96,0
584,267,45,1,2997.84,10
585,268,92,1,1554.23,15
586,269,45,1,2997.84,15
587,269,97,2,1195.83,0
588,269,79,2,293.44,20
589,270,76,1,2749.33,0
590,270,33,3,954.72,0
591,271,1,1,2845.89,0
592,271,101,1,1820.6,0
593,271,9,1,3148.81,0
594,271,47,2,851.19,5
595,271,82,1,1395.96,10
596,272,57,2,1226.9,0
597,272,27,2,2130.72,5
598,273,37,1,1023.85,20
599,273,85,2,504.07,0
600,274,20,3,679.41,20
601,274,61,1,2121.38,5
602,275,82,2,1395.96,10
603,275,43,1,340.4,0
604,276,23,3,2678.86,0
605,276,86,1,1657.15,10
606,277,3,1,1666.99,5
607,278,54,2,2767.69,0
608,278,64,1,2655.35,10
609,278,18,1,1058.0,10
610,279,66,1,883.75,0
611,279,28,1,2577.19,5
612,280,1,1,2845.89,0
613,280,13,1,658.64,0
614,281,113,1,2616.32,0
615,281,108,2,545.2,15
616,281,43,1,340.4,10
617,281,106,1,2177.52,15
618,282,97,3,1195.83,5
619,282,90,2,1414.48,0
620,283,97,2,1195.83,20
621,283,26,1,2314.09,0
622,283,123,1,176.12,0
623,284,58,1,2420.79,0
624,285,116,1,1388.9,10
625,285,19,1,1415.8,0
626,286,76,1,2749.33,0
627,286,6,1,3922.85,15
628,287,67,1,2080.19,5
629,288,19,1,1415.8,5
630,289,44,1,2896.61,5
631,289,97,1,1195.83,15
632,290,20,1,679.41,10
633,290,24,2,4730.3,15
634,290,87,1,883.26,5
635,291,124,1,817.25,5
636,291,8,2,863.12,5
637,292,43,1,340.4,0
638,292,112,1,746.84,10
639,292,41,1,1593.36,0
640,292,14,3,1729.61,0
641,293,85,1,504.07,5
642,293,53,1,1566.62,10
643,294,105,1,1305.35,0
644,295,139,1,613.76,0
645,295,68,1,2282.01,10
646,295,73,1,1116.88,0
647,295,77,1,2061.02,15
648,295,61,2,2121.38,0
649,296,13,1,658.64,0
650,296,101,1,1820.6,15
651,296,126,2,739.51,5
652,296,40,2,2254.62,0
653,297,93,3,850.64,0
654,297,1,1,2845.89,0
655,298,23,2,2678.86,0
656,298,76,1,2749.33,0
657,299,123,2,176.12,0
658,299,52,1,565.24,0
659,300,7,1,470.97,5
660,300,53,1,1566.62,0
661,300,44,1,2896.61,0
662,300,75,2,1648.5,0
663,301,122,2,710.73,0
664,302,79,2,293.44,0
665,302,102,2,536.91,0
666,303,126,3,739.51,0
667,303,68,1,2282.01,0
668,304,140,1,441.66,0
669,305,48,1,1789.61,10
670,306,98,2,325.42,0
671,306,95,1,466.06,20
672,306,48,1,1789.61,10
673,306,115,2,1697.68,5
674,307,68,1,2282.01,0
675,308,120,1,1868.93,20
676,309,58,1,2420.79,20
677,309,69,1,469.25,5
678,310,16,2,3149.42,5
679,310,39,2,807.04,15
680,310,25,2,4013.7,0
681,311,89,1,1980.93,15
682,311,139,2,613.76,15
683,312,59,1,820.54,0
684,313,16,1,3149.42,0
685,313,100,1,1755.02,0
686,313,134,1,182.76,0
687,314,138,1,913.69,10
688,314,122,1,710.73,20
689,314,61,2,2121.38,5
690,314,77,1,2061.02,15
691,315,102,2,536.91,0
692,315,9,1,3148.81,5
693,315,129,1,376.44,20
694,316,133,1,122.64,10
695,316,38,1,1926.89,0
696,316,31,1,1817.44,5
697,317,45,1,2997.84,20
698,317,43,1,340.4,0
699,317,55,1,1416.61,0
700,317,50,1,1269.0,5
701,317,33,1,954.72,5
702,318,109,2,1068.51,5
703,318,21,1,4445.68,0
704,318,112,2,746.84,0
705,319,38,2,1926.89,0
706,319,67,1,2080.19,15
707,320,18,3,1058.0,0
708,321,100,1,1755.02,0
709,322,102,2,536.91,0
710,322,84,1,327.18,0
711,323,134,1,182.76,5
712,324,4,1,3734.11,0
713,324,134,1,182.76,0
714,325,29,1,1110.99,0
715,326,39,1,807.04,15
716,326,38,1,1926.89,0
717,327,26,2,2314.09,20
718,328,26,2,2314.09,5
719,328,74,1,283.28,0
720,329,89,1,1980.93,15
721,329,106,1,2177.52,0
722,329,68,2,2282.01,0
723,329,99,2,227.72,5
724,330,125,1,172.83,0
725,331,122,2,710.73,0
726,331,10,1,622.91,15
727,332,71,3,2754.81,0
728,333,37,3,1023.85,0
729,334,103,1,3176.8,0
730,334,10,1,622.91,0
731,335,85,1,504.07,0
732,335,61,1,2121.38,5
733,336,122,3,710.73,0
734,336,69,1,469.25,15
735,336,96,3,951.73,0
736,336,6,1,3922.85,0
737,337,78,1,273.8,10
738,337,80,1,1279.28,0
739,338,126,1,739.51,10
740,338,26,1,2314.09,15
741,339,35,2,2586.26,15
742,339,77,1,2061.02,0
743,340,114,1,3416.83,15
744,340,83,1,1832.08,0
745,341,107,1,2579.68,0
746,341,23,1,2678.86,0
747,342,114,1,3416.83,0
748,343,105,1,1305.35,0
749,344,125,2,172.83,15
750,345,96,1,951.73,15
751,346,132,2,598.27,0
752,347,17,1,1874.06,20
753,347,80,3,1279.28,10
754,347,130,1,341.79,5
755,347,104,2,404.29,0
756,347,35,1,2586.26,5
757,348,8,2,863.12,0
758,348,45,3,2997.84,10
759,349,52,2,565.24,0
760,350,64,2,2655.35,0
761,351,117,1,3354.55,15
762,351,13,1,658.64,10
763,351,93,1,850.64,5
764,351,51,1,1683.6,5
765,351,71,1,2754.81,0
766,352,119,1,1173.65,10
767,353,102,2,536.91,0
768,353,32,2,1803.67,0
769,354,8,1,863.12,0
770,354,62,1,2817.17,0
771,355,126,1,739.51,10
772,356,115,1,1697.68,5
773,356,46,1,954.0,0
774,357,90,1,1414.48,10
775,357,89,1,1980.93,5
776,358,67,1,2080.19,20
777,358,24,1,4730.3,0
778,358,73,1,1116.88,0
779,359,99,2,227.72,0
780,360,42,1,1198.0,15
781,361,55,2,1416.61,10
782,361,57,1,1226.9,0
783,362,58,1,2420.79,15
784,363,53,1,1566.62,0
785,364,105,1,1305.35,0
786,365,6,2,3922.85,20
787,365,3,1,1666.99,15
788,366,34,1,2045.11,0
789,366,45,1,2997.84,5
790,366,3,1,1666.99,5
791,367,65,1,879.88,10
792,367,79,1,293.44,0
793,367,71,1,2754.81,0
794,367,109,1,1068.51,5
795,368,90,1,1414.48,5
796,368,118,1,2774.38,5
797,368,65,1,879.88,0
798,368,56,1,896.44,5
799,368,120,1,1868.93,0
800,369,134,1,182.76,0
801,369,102,1,536.91,5
802,370,27,1,2130.72,5
803,370,2,1,1537.56,0
804,370,131,2,267.65,5
805,371,96,1,951.73,10
806,372,73,2,1116.88,5
807,372,77,1,2061.02,20
808,373,28,1,2577.19,0
809,373,124,1,817.25,5
810,373,17,1,1874.06,10
811,373,87,3,883.26,5
812,373,71,1,2754.81,0
813,374,84,1,327.18,0
814,374,71,1,2754.81,0
815,375,77,1,2061.02,5
816,375,49,1,1326.79,5
817,375,39,1,807.04,0
818,375,133,1,122.64,0
819,375,62,1,2817.17,10
820,376,104,2,404.29,5
821,376,82,1,1395.96,15
822,377,36,1,2255.38,0
823,377,7,1,470.97,0
824,377,128,1,194.9,5
825,377,76,1,2749.33,20
826,378,108,1,545.2,5
827,379,100,1,1755.02,15
828,379,10,3,622.91,0
829,379,49,2,1326.79,0
830,379,88,1,900.15,5
831,379,57,1,1226.9,20
832,380,137,1,175.23,20
833,380,122,1,710.73,15
834,380,92,1,1554.23,0
835,380,130,1,341.79,5
836,380,77,1,2061.02,0
837,381,47,1,851.19,0
838,382,25,2,4013.7,5
839,382,121,2,946.03,5
840,383,67,1,2080.19,5
841,383,47,1,851.19,5
842,383,86,1,1657.15,0
843,383,23,1,2678.86,5
844,383,57,2,1226.9,5
845,384,58,1,2420.79,0
846,384,79,1,293.44,0
847,385,85,1,504.07,15
848,385,96,1,951.73,5
849,386,76,2,2749.33,5
850,386,119,3,1173.65,0
851,387,121,1,946.03,0
852,387,14,3,1729.61,15
853,388,19,1,1415.8,5
854,389,50,3,1269.0,0
855,389,129,1,376.44,5
856,389,31,1,1817.44,0
857,390,98,1,325.42,0
858,390,136,1,361.66,0
859,391,106,1,2177.52,0
860,391,14,1,1729.61,0
861,391,39,1,807.04,10
862,392,52,1,565.24,0
863,392,88,1,900.15,10
864,392,105,3,1305.35,0
865,392,118,2,2774.38,15
866,393,81,1,180.71,10
867,393,47,1,851.19,10
868,393,21,1,4445.68,5
869,393,125,2,172.83,15
870,393,86,2,1657.15,0
871,394,46,1,954.0,5
872,394,81,3,180.71,0
873,395,15,3,3763.98,15
874,396,116,1,1388.9,5
875,396,71,1,2754.81,0
876,397,44,1,2896.61,5
877,397,41,1,1593.36,10
878,398,23,1,2678.86,10
879,398,34,1,2045.11,10
880,399,112,1,746.84,0
881,400,110,1,1544.3,0
882,401,110,1,1544.3,5
883,401,123,1,176.12,5
884,401,99,1,227.72,0
885,401,2,1,1537.56,15
886,401,10,1,622.91,0
887,402,52,2,565.24,0
888,402,96,2,951.73,15
889,403,83,1,1832.08,0
890,404,49,1,1326.79,0
891,404,5,1,4122.6,5
892,405,2,1,1537.56,5
893,405,64,1,2655.35,10
894,405,58,3,2420.79,0
895,406,89,1,1980.93,10
896,406,80,3,1279.28,20
897,407,27,1,2130.72,15
898,408,129,1,376.44,10
899,408,79,1,293.44,10
900,408,43,2,340.4,0
901,408,17,1,1874.06,0
902,409,77,2,2061.02,10
903,410,117,1,3354.55,10
904,411,134,1,182.76,5
905,412,135,1,390.99,10
906,413,112,2,746.84,0
907,413,35,3,2586.26,0
908,413,88,1,900.15,0
909,413,126,1,739.51,0
910,414,49,1,1326.79,15
911,414,43,2,340.4,10
912,414,104,1,404.29,10
913,414,5,3,4122.6,10
914,415,58,1,2420.79,0
915,415,34,2,2045.11,15
916,416,6,2,3922.85,15
917,416,130,3,341.79,0
918,416,44,2,2896.61,0
919,417,94,2,252.81,0
920,418,10,1,622.91,0
921,418,97,2,1195.83,5
922,418,66,1,883.75,10
923,418,137,1,175.23,5
924,419,13,1,658.64,15
925,419,28,1,2577.19,10
926,419,6,1,3922.85,15
927,420,30,1,2474.6,20
928,420,107,1,2579.68,5
929,420,114,1,3416.83,0
930,420,98,3,325.42,0
931,421,65,1,879.88,20
932,422,40,1,2254.62,15
933,422,53,1,1566.62,5
934,423,3,1,1666.99,5
935,424,108,2,545.2,5
936,425,26,1,2314.09,0
937,425,134,1,182.76,20
938,425,70,1,3424.12,20
939,426,36,1,2255.38,0
940,426,108,2,545.2,15
941,427,131,2,267.65,20
942,428,31,1,1817.44,5
943,429,30,1,2474.6,0
944,429,28,1,2577.19,0
945,429,128,1,194.9,15
946,429,51,1,1683.6,0
947,429,52,1,565.24,5
948,430,134,1,182.76,20
949,430,52,1,565.24,20
950,430,92,2,1554.23,0
951,431,105,2,1305.35,0
952,432,42,1,1198.0,15
953,432,11,1,2249.42,0
